id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
a450703f-a81a-4e3f-934a-8dc1476aec9a,35,司机态度恶劣,王**,王**投诉滴滴打车服务中司机态度恶劣问题,8.0,6,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8']
644cb6f9-b359-4c14-a4db-5e7b42eec06c,36,退还多收费用,王**,王**要求退还滴滴打车服务中多收的费用,9.0,6,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8']
f35fee9c-8646-4134-933d-623843a00f28,37,赔偿,王**,王**要求赔偿因滴滴打车服务问题造成的损失,9.0,6,['7ada511b6bbcd05aa7aae844d88c3e8a2e58d7c50137dfa2b6b8e5d9532a399b7e3b9d8c529b6ee837ce91c5c57c1e34eb3769c65ad06837ce5a181afcb5c9c8']
f432afa7-9733-424f-b063-6e8aee7d3506,38,电池故障,电子电器,电池故障问题属于电子电器产品类别,1.0,8,['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705']
1c81a6a7-9fd3-4fc4-8d28-f826a4f99337,39,电池故障,电源问题,电池故障是电源问题的具体表现形式,7.0,5,['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705']
266187e9-f438-49b7-8786-3233c3943b5a,40,电池故障,消费品,电池故障问题属于消费品类别,8.0,7,['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705']
f2595f5f-3739-4460-9713-6c060c74ee6f,41,消费品,电源问题,电源问题属于消费品类别,1.0,6,['a93e8a4929f40873de519842aa7b63f4b7365c630dce1c46dd26c795adbd89989cc7040832fe887cf5953f4f293e1b6a50076771c0dbf7a9d2d05904cee55705']
e6290d7b-1dbf-46cc-906d-520f697e24d3,42,漏水,密封问题,漏水问题是由密封问题引起的，可能与防水失效或密封不严有关,8.0,7,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167']
bd4eb0c5-34f8-4c9c-9eb5-c5704cee4336,43,漏水,家用电器,"家用电器可能受到漏水问题的影响，属于消费品类别
漏水问题可能影响家用电器的正常使用，属于消费品类别",8.0,3,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167']
7a11a4b4-625d-431e-8ef1-e01209d429c5,44,密封问题,防水失效,密封问题可能导致防水失效，从而引发漏水问题,8.0,6,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167']
502304d7-8942-4882-add0-8f63cba29ccf,45,密封问题,渗水,密封问题可能导致渗水现象，影响产品性能,7.0,6,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167']
baaaf051-52f1-483b-ba32-bbec483a27b7,46,密封问题,进水,密封问题可能导致进水现象，影响家用电器的正常使用,7.0,6,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167']
b27fd89c-4b5a-432d-b115-00127352b07e,47,密封问题,密封不严,密封问题可能与密封不严有关，从而引发漏水问题,8.0,6,['ea0a1ba77035803d0277381f9af51e26fb1185d65e69011d4d743a438d8fb5d71f422af2437987bfac71acf6d1f32be50c7a00c0895448137ae4edc64b310167']
d1490305-d39e-4019-aa8d-a75a655193df,48,信号弱,连接问题,信号弱是连接问题的主要表现形式,8.0,12,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
dc2d4921-8dc1-483f-bbe0-4a0aab995786,49,信号弱,信号差,信号弱可能表现为信号差，影响设备的正常使用,6.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
26503799-3ab7-49e1-b627-f5e06713483f,50,信号弱,连接断开,信号弱可能表现为连接断开，影响设备的功能,6.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
d350e513-639e-495b-98ca-201452261ff3,51,信号弱,网络不稳定,信号弱可能表现为网络不稳定，影响设备的运行,6.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
a6050192-91af-4f96-9649-19b5eef1918d,52,信号弱,蓝牙连接失败,信号弱可能表现为蓝牙连接失败，影响设备间的通信,6.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
e8be6c4a-e912-4b77-84b6-d1fc5c3cb3f7,53,信号弱,WIFI信号弱,信号弱可能表现为WiFi信号弱，影响网络连接质量,1.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
1c5e15a3-8c95-47fc-a7fd-075d3a12d8d0,54,信号差,连接问题,信号差是连接问题的一种具体表现形式,7.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
40eb9c65-f5e1-4720-b150-01da75083201,55,连接断开,连接问题,连接断开是连接问题的一种具体表现形式,7.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
39f86484-6027-4850-8e79-97e6d688c227,56,网络不稳定,连接问题,网络不稳定是连接问题的一种具体表现形式,7.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
f93b4716-2143-400c-bc67-2921323b4d7c,57,蓝牙连接失败,连接问题,蓝牙连接失败是连接问题的一种具体表现形式,7.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
bfe5970c-8090-4eae-b515-4504fff3f282,58,WIFI信号弱,连接问题,WiFi信号弱是连接问题的一种具体表现形式,7.0,8,['37dc43d4557f3d1db89ae1649e638c4ceb8d02256d417e68e9da3d9b0bb212e1ab48055221bf4aaf65c115ef94be3c478eaab45f15053803dcd7c02d1950bfe7']
2b55a9e9-9d66-43fc-9901-8ff0f29d5416,59,福特汽车公司,福特,福特是福特汽车公司旗下的品牌,9.0,10,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
8ebe27fa-da7a-4a6c-b2bd-03e8ac530de2,60,福特汽车公司,长安福特,长安福特是福特汽车公司与长安汽车的合资企业,8.0,16,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
d0bef79d-8860-4b09-818b-30e380befce9,61,福特汽车公司,F-150,福特汽车公司生产的F-150车型涉及召回事件,8.0,10,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
7bc36305-5a60-497d-8cf9-5dfbae3a6985,62,福特汽车公司,野马,福特汽车公司生产的野马车型涉及召回事件,8.0,10,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
539ac29e-5381-4bfc-8108-e938b5b52b75,63,福特汽车公司,探险者,福特汽车公司生产的探险者车型涉及召回事件,8.0,10,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
05ed9edb-bee8-414e-82c9-6d43607cbfb3,64,福特汽车公司,林肯领航员,福特汽车公司生产的林肯领航员车型涉及召回事件,8.0,10,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
8a169d85-8562-460b-9367-9ddc17b82e81,65,福特汽车公司,福克斯,福特汽车公司生产的福克斯车型涉及召回事件,8.0,10,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
1369c150-c6a3-4568-a1ee-697d84bdc50e,66,福特汽车公司,博世汽车部件,博世汽车部件是福特汽车公司召回事件中燃油泵控制模块的制造商,7.0,9,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
977845f1-5549-4921-b757-31dde70d879e,67,F-150,2022-2024年款,F-150是2022-2024年款福特车型之一，涉及召回事件,8.0,8,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
d2c06117-a194-437a-a565-c9f15f931500,68,野马,2022-2024年款,野马是2022-2024年款福特车型之一，涉及召回事件,8.0,8,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
98e1847f-d99d-470a-851f-88fad0c05b60,69,探险者,2022-2024年款,探险者是2022-2024年款福特车型之一，涉及召回事件,8.0,8,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
c000a8b9-d331-4734-9757-7cb9a0395860,70,林肯领航员,2022-2024年款,林肯领航员是2022-2024年款福特车型之一，涉及召回事件,8.0,8,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
aa6a5057-68ed-44a3-89a7-c91c7534bb1a,71,福克斯,2022-2024年款,福克斯是2022-2024年款福特车型之一，涉及召回事件,8.0,8,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
77bcc481-98fb-4f0f-89a4-d4f18a75654e,72,燃油泵控制模块,故障,燃油泵控制模块故障可能导致发动机熄火,9.0,5,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
ad84a0bc-ee09-4ff8-a1e5-1d2956292603,73,燃油泵控制模块,动力传动控制模块,动力传动控制模块更新可能与燃油泵控制模块故障相关,6.0,4,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
5af9af19-bd45-440e-bb52-12bdac613e9f,74,燃油泵控制模块,燃油系统,燃油泵控制模块是燃油系统中的关键部件，此次召回涉及该部件的故障,9.0,5,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
57a9e793-2292-4474-b8db-0a4e17d7c4ea,75,故障,免费更新动力传动控制模块软件并更换燃油泵,维修措施旨在解决燃油泵控制模块故障问题,8.0,5,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
7bb3086d-d483-4e05-a7ef-6b83ea1b5157,76,免费更新动力传动控制模块软件并更换燃油泵,车主通知信,维修措施通过车主通知信告知车主,8.0,6,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
72307623-53a4-4ed2-806a-391e723e29d8,77,免费更新动力传动控制模块软件并更换燃油泵,燃油系统,维修措施旨在解决燃油系统中的燃油泵控制模块故障,9.0,5,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
be14b269-bb70-4810-9ad4-3d2396eff9d5,78,"召回编号24(""ENTITY""",福睿斯,vehicle_model,1.0,2,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
8ade0216-b857-4f6d-a924-ad9036884c89,79,2022-2024年款,整车,此次召回涉及整车产品，包括2022-2024年款福特车型,7.0,7,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
530b9c8f-950f-4d11-b092-c1d08754ba39,80,车主通知信,2024年6月5日,车主通知信于2024年6月5日邮寄，标志着召回通知的实施,8.0,4,['c9b1557ad642da8419224b344fe415c31bd5319cbddb93aac9ba076d3b5267364f7c32470888c2d90fe8bc829ebb69c443c35fe938cf450b2f80898fe15bbfb1']
270c4b44-6e15-433b-acc6-a7c2b1c789e8,81,现代汽车公司,现代,现代是现代汽车公司旗下的品牌，涉及召回事件。,9.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
4b1f4efa-1c70-4582-8d86-8a5ffddc7c1c,82,现代汽车公司,北京现代,北京现代是现代汽车公司与北京汽车的合资企业，负责生产和销售现代品牌汽车。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
66a120c5-e502-4d7d-9b0a-09d379a030c9,83,现代汽车公司,索纳塔,索纳塔是现代汽车公司生产的一款中型轿车，涉及召回事件。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
677adacc-3ebb-4880-aa65-a336dc44c5d8,84,现代汽车公司,途胜,途胜是现代汽车公司生产的一款紧凑型SUV车型，涉及召回事件。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
